4.1018,2.7755
-2.7843,-2.5328
4.9085,1.7415
-0.98785,-0.096165
5.0936,1.4871
-3.2698,-2.0138
4.322,1.7522
1.1916,1.0932
2.8191,2.5074
4.6657,1.7354
-2.5031,3.9679
2.4564,2.9697
-6.737,-8.7944
-3.3788,-4.7085
2.9108,2.7162
-3.4432,-1.5452
2.2044,2.2752
3.1178,2.0867
2.0801,4.5122
-0.4534,-0.40019
-3.9462,-3.4262
-2.7851,-2.8649
-6.1236,-6.1929
5.7535,0.34864
-3.3615,3.2837
-4.2186,5.1414
2.9101,4.2141
0.84418,-2.1573
1.578,0.24561
-3.4763,4.7377
3.0744,2.1029
3.4406,1.6932
2.9462,3.1246
5.3141,1.5204
3.2627,1.7641
1.3692,0.019343
0.93969,4.4613
0.84051,3.5441
-4.4498,4.2623
0.24152,-0.96248
2.1622,3.4838
-3.4546,4.983
0.16953,0.58335
-0.027432,-1.4383
3.6449,3.4297
-0.079127,-1.7929
2.046,3.7616
-5.4619,-4.3469
0.66641,-0.53428
-3.7058,-6.0215
-3.8574,-5.3334
2.2173,-0.91211
-4.588,4.9909
-0.29331,-0.6333
-0.79856,-1.3326
-2.1379,-3.148
-3.3361,4.1204
3.3964,2.8128
-6.1827,-9.194
-1.9853,-3.7974
-0.12541,-0.92221
4.3319,2.9815
-2.9299,-5.7147
-6.2677,-6.8165
3.3636,1.8345
-2.246,-2.6986
2.4218,3.3688
1.2219,-0.50176
-3.9583,2.6322
-5.1256,-6.3729
0.54738,4.0857
1.7943,-1.1886
-0.69529,-0.70864
3.4995,2.9259
-3.7161,5.5869
-5.675,-4.773
-3.1841,-1.647
1.3342,-1.3613
2.0226,3.3061
1.5212,3.6252
-2.9016,-4.4155
1.3775,-0.95756
-2.9503,-3.7117
5.0034,1.932
0.76731,-0.74763
0.032336,-2.7383
-6.3487,-6.5736
-0.2545,-0.75344
-4.169,-4.1116
2.3763,3.0075
2.7965,3.1516
-5.6324,-8.3578
-1.5831,-2.5032
3.8007,2.7588
6.4521,1.3254
-1.6098,-3.3926
4.0821,2.7777
1.845,-1.9623
-1.3677,-0.55576
2.9786,2.0606
1.5702,3.6537
-0.11889,-0.39907
2.2032,4.5764
3.0725,2.9404
4.8477,2.3742
3.051,3.4929
2.0157,3.0993
1.6125,5.1709
4.9322,2.9016
3.2214,1.1894
3.9556,2.2825
-0.57541,0.88392
3.0282,2.5043
3.3044,2.5408
6.084,0.41893
5.2028,1.8809
1.1464,-1.4103
-0.99623,-1.873
3.1967,3.157
-0.81208,0.49219
5.6915,1.7463
1.3163,-1.5315
-4.9834,4.4425
-5.0667,-5.3556
2.7229,1.9391
0.94494,-1.2182
3.8887,1.3523
2.3424,4.1084
4.3535,2.5696
0.079367,0.25433
4.4885,2.1952
-3.3392,4.5667
-0.83181,-2.5322
1.0295,-1.5603
-2.6943,-3.7788
1.1898,-1.0653
-0.25662,-0.43771
-3.8077,-5.9955
0.45538,3.307
2.7107,4.3586
-4.4701,-6.4745
2.4627,3.404
2.9282,2.7614
3.3275,2.9878
4.4574,1.255
-2.769,-3.073
-3.1109,-3.9208
4.0042,2.8929
-8.463,-8.9882
-3.1489,-2.696
-3.9129,-3.7642
4.243,2.8379
-5.6065,-6.5221
-1.189,-1.1011
-1.5842,-1.6023
-0.41358,-0.63273
2.4407,3.3573
3.9408,1.7018
5.9457,1.1287
1.0341,-0.52669
-2.8595,4.4397
0.63557,-0.30127
-3.7764,-6.9249
0.91297,-1.954
5.0938,3.5936
3.9196,2.5586
-0.46777,-1.0298
3.6313,1.6239
-0.031369,-0.10111
-4.3877,-4.8732
1.2262,0.65494
-2.6655,-2.2333
3.9422,2.4165
1.2014,-0.098558
4.501,2.944
-5.6844,-5.7906
-4.0166,2.947
0.28418,-1.8048
4.6023,0.8213
0.24267,-3.878
-2.2338,-5.1638
2.9347,1.7524
-1.3805,-2.5762
-0.90795,1.2333
4.2075,3.1063
-2.1278,4.3067
-4.0478,-5.1684
1.9329,2.1893
-7.6256,-8.1264
-4.7174,-7.1461
-0.13106,0.014465
-5.8557,-5.1366
-5.9314,-4.6967
4.2642,2.0679
-6.727,-6.2622
3.2245,3.4363
-5.1829,5.1906
-5.5965,-6.3422
2.9379,3.3463
5.2847,1.5374
2.8052,2.5514
-4.7574,5.5592
-2.9844,-5.2619
-3.31,4.0064
2.8413,2.407
3.8481,2.4584
0.65418,-1.8281
3.6013,2.1847
2.4326,0.29105
-4.5797,-3.4686
-3.3286,3.1836
-0.34821,-1.0012
-5.3663,-9.3532
-2.3033,-4.401
5.0091,1.5007
-3.7659,4.7209
-4.4302,4.4777
-4.3974,3.0623
-6.6131,-5.6686
0.25319,-1.2064
3.6856,1.0241
-5.6857,-6.4256
3.0639,2.8238
3.7332,1.5943
-0.14387,-2.4385
0.88598,-0.56042
5.3827,1.2769
-3.0166,-4.7408
-2.4587,4.1896
-0.62788,-1.3862
2.4177,3.9261
-0.85756,1.1946
-6.3911,-5.8408
4.5023,3.372
-4.4713,-4.049
2.1595,2.8096
1.2035,4.5017
3.5571,3.5699
-3.4531,4.6434
-3.3611,-5.4515
4.5575,1.9208
-3.9329,-5.3362
2.9503,2.3361
1.4231,-0.14189
3.2051,2.5119
-4.5733,4.2999
-2.5123,-3.5152
-4.4529,-5.1957
-3.235,-3.6716
0.57698,-2.2389
