1,1.4821,1.0759,0.66329,0.61975,-1.2836,-1.6232
1,1.4821,1.4868,1.5726,0.84226,-1.4649,-1.6232
1,1.4821,1.181,1.1829,0.53969,-1.6461,-1.6232
1,1.4821,1.0472,1.1829,0.53616,-1.2836,-1.6232
1,1.4821,1.0281,0.92308,0.555,-1.8273,-1.6232
1,1.4821,2.2418,2.4299,1.6051,-2.0086,-1.6232
1,1.4821,2.4807,3.0015,1.6205,-2.371,-1.6232
1,1.4821,2.3469,2.8716,1.571,-2.5523,-1.6232
1,1.4821,2.4902,3.1314,1.704,-2.0086,-1.6232
1,1.4821,1.8691,2.2221,1.0271,-2.5523,-1.6232
1,1.4821,1.8022,1.7025,0.68921,-2.0086,-1.6232
1,1.4821,1.3913,1.4427,0.74336,-2.7335,-1.6232
1,1.4821,1.9646,1.1829,0.92231,-2.1898,-1.6232
1,1.4821,2.4902,3.1314,0.12764,-2.0086,-1.6232
1,-0.86291,-0.77799,-0.24601,-0.71295,-0.19621,-1.6232
1,0.30957,0.034288,-0.24601,-0.17022,-0.01498,-1.6232
1,0.30957,0.043844,-0.19405,-0.23968,-0.01498,-1.6232
1,0.30957,0.0534,-0.50581,-0.45983,0.16625,-1.6232
1,-0.86291,-0.93089,-0.42787,-0.99786,-0.37745,-1.6232
1,-0.86291,-0.93089,-1.519,-1.3452,1.7974,-1.6232
1,-0.86291,-0.80666,-0.45385,-0.35976,0.70996,-1.6232
1,-0.86291,-0.83533,-0.37591,-0.64467,-0.37745,-1.6232
1,-0.86291,-0.864,-0.24601,-0.70942,0.70996,-1.6232
1,-0.86291,-0.70154,0.22163,-0.87542,-1.1024,-1.6232
1,0.30957,0.043844,-0.37591,-0.38802,-0.19621,-1.6232
1,1.4821,1.5824,2.8716,1.9277,-0.55868,-1.6232
1,1.4821,1.0759,2.4819,1.6464,-0.19621,-1.6232
1,1.4821,1.181,2.7417,1.6534,-0.73992,-1.6232
1,1.4821,1.0472,2.3,2.0655,1.0724,-1.6232
1,-0.86291,-0.93089,-0.42787,-0.99786,-0.37745,-1.3518
1,-0.86291,-0.51997,-0.37591,-0.8401,-0.01498,-1.3518
1,-0.86291,-0.77799,-0.24601,-0.88248,-0.55868,-1.3518
1,0.30957,0.3592,-0.11611,-0.4045,-0.92115,-1.3518
1,0.30957,0.29231,0.013785,0.54322,-0.01498,-1.3518
1,0.30957,0.53121,-0.11611,0.41372,-0.01498,-1.3518
1,0.30957,0.53121,-0.42787,0.38193,-0.01498,-1.3518
1,0.30957,0.3592,-0.11611,0.36545,-0.01498,-1.3518
1,1.4821,1.4868,1.5726,1.4497,-1.2836,-1.3518
1,1.4821,1.9646,1.8324,1.75,-1.4649,-1.3518
1,1.4821,1.4964,1.2608,1.385,-0.73992,-1.3518
1,1.4821,1.181,1.1829,1.3167,-0.92115,-1.3518
1,1.4821,1.8022,1.9623,2.328,-1.4649,-1.3518
1,1.4821,1.9646,1.7025,2.082,-1.2836,-1.3518
1,1.4821,1.9646,1.8324,2.5458,-1.2836,-1.3518
1,0.30957,0.60766,0.14369,-0.018347,-0.73992,-1.3518
1,-0.86291,-0.51997,-0.84355,-0.67057,1.2537,-1.3518
1,0.30957,0.53121,-0.11611,0.35839,-0.19621,-1.3518
1,0.30957,0.53121,-0.42787,0.19003,-0.37745,-1.3518
1,-0.86291,-0.69198,-0.47983,-0.8919,-0.55868,-1.3518
1,-0.86291,-0.74932,-0.37591,-1.0061,-0.55868,-1.3518
1,-0.86291,-1.1029,-0.89551,-1.0638,1.4349,-1.3518
1,-0.86291,-1.0169,-0.73963,-1.0744,-0.37745,-1.3518
1,-0.86291,-1.1794,-1.0254,-1.4182,1.2537,-1.3518
1,-0.86291,-1.1698,-0.92149,-1.6065,0.89119,-1.3518
1,-0.86291,-0.93089,-1.1553,-1.3463,1.2537,-1.3518
1,-0.86291,-0.98823,-0.89551,-1.2039,1.7974,-1.3518
1,-0.86291,-0.77799,-0.24601,-0.82362,-0.01498,-1.0803
1,-0.86291,-0.92611,-0.63571,-1.0026,0.52872,-1.0803
1,-0.86291,-0.93089,-1.3112,-0.85187,2.8848,-1.0803
1,-0.86291,-0.51997,-0.37591,-0.67057,1.4349,-1.0803
1,-0.86291,-0.69198,-0.47983,-0.88484,0.34749,-1.0803
1,1.4821,1.4868,1.5726,1.5263,-1.2836,-1.0803
1,1.4821,1.9646,1.8324,1.6569,-1.2836,-1.0803
1,1.4821,1.181,1.1829,1.3626,-0.73992,-1.0803
1,1.4821,1.4964,1.2608,1.3556,-0.92115,-1.0803
1,1.4821,1.0472,1.1829,0.81753,-1.4649,-1.0803
1,1.4821,2.2418,2.6897,1.9489,-1.6461,-1.0803
1,1.4821,1.4868,1.3128,1.7947,-0.73992,-1.0803
