1,1,0.99994,0.99458,0.97123,0.95636,0.9371,0.83213,0.82584,0.79677,0.78811,0.78538,0.76095,0.71788,0.67846,0.66621,0.4768,0.47489,0.43842,0.3802,0.28259,0.192,0.11584,0.033385,0.029036,0.026622,0.0092808,0.007057,0.0054038,0.0016108,0.00023337,3.9558e-05,1.5103e-05,1.1417e-05,9.5855e-06,5.8908e-06,3.7498e-06,2.1644e-06,2.0829e-06,1.1151e-06,1.0749e-06,9.0939e-07,5.9111e-07,4.4512e-07,2.2396e-07,6.0794e-08,2.9038e-08,7.5041e-09,5.4369e-09,1.54e-09,1.4155e-09,1.1726e-09,5.9348e-10,4.0901e-10,6.7382e-11,2.4142e-11,2.1997e-11,6.7969e-12,5.4743e-13,5.4639e-13,1.1446e-13,8.4005e-15,9.6667e-16,2.6855e-16,2.3244e-16,3.5202e-17,3.3081e-17,2.0446e-17,1.6207e-17,1.1135e-17,2.7956e-18,1.1561e-18,8.0243e-19,6.6141e-19,5.5988e-19,2.7651e-19,8.7405e-20,8.0844e-20,4.0485e-20,3.2558e-20,2.5209e-20,6.0441e-22,3.253e-22,3.1832e-25,5.2825e-26,5.0236e-26,3.5083e-26,4.6524e-28,2.4588e-29,2.2999e-30,3.7531e-31,2.4473e-31,2.8218e-33,1.4317e-33,7.9972e-36,4.0863e-36,1.1378e-37,3.9719e-39,3.5106e-42,7.0672e-43,3.7324e-43
1,0.99994,1,0.99564,0.97372,0.9594,0.9407,0.83756,0.83134,0.80255,0.79397,0.79126,0.76701,0.72419,0.68492,0.6727,0.48309,0.48118,0.44453,0.38594,0.28748,0.1958,0.11846,0.034338,0.029883,0.027408,0.0095926,0.0073011,0.0055957,0.0016744,0.00024392,4.1531e-05,1.5892e-05,1.2021e-05,1.0097e-05,6.2116e-06,3.9579e-06,2.2873e-06,2.2013e-06,1.18e-06,1.1376e-06,9.6274e-07,6.2633e-07,4.7191e-07,2.3777e-07,6.4703e-08,3.0947e-08,8.017e-09,5.8119e-09,1.6498e-09,1.5166e-09,1.2567e-09,6.3681e-10,4.3914e-10,7.2557e-11,2.6038e-11,2.3727e-11,7.3448e-12,5.9376e-13,5.9263e-13,1.2443e-13,9.1645e-15,1.0576e-15,2.943e-16,2.5477e-16,3.8676e-17,3.6349e-17,2.2478e-17,1.7824e-17,1.2251e-17,3.081e-18,1.2755e-18,8.8568e-19,7.3019e-19,6.1823e-19,3.0558e-19,9.6723e-20,8.947e-20,4.4841e-20,3.607e-20,2.7936e-20,6.7259e-22,3.6224e-22,3.5707e-25,5.9362e-26,5.6455e-26,3.944e-26,5.2525e-28,2.7837e-29,2.6097e-30,4.2656e-31,2.7826e-31,3.2213e-33,1.6354e-33,9.1759e-36,4.6912e-36,1.3102e-37,4.5862e-39,4.0764e-42,8.2164e-43,4.3415e-43
1,0.99458,0.99564,1,0.99061,0.98127,0.96771,0.88162,0.87609,0.85015,0.84231,0.83983,0.81746,0.77724,0.73969,0.72788,0.53837,0.53641,0.49851,0.43714,0.33173,0.23078,0.14306,0.043577,0.038111,0.035061,0.012698,0.009745,0.0075274,0.0023284,0.00035552,6.2916e-05,2.455e-05,1.8672e-05,1.5737e-05,9.7729e-06,6.2803e-06,3.6665e-06,3.5312e-06,1.9143e-06,1.8467e-06,1.5675e-06,1.0275e-06,7.7803e-07,3.9663e-07,1.1029e-07,5.3378e-08,1.4122e-08,1.0288e-08,2.9758e-09,2.739e-09,2.2759e-09,1.1646e-09,8.0742e-10,1.368e-10,4.9777e-11,4.5416e-11,1.4278e-11,1.1918e-12,1.1896e-12,2.546e-13,1.9341e-14,2.2879e-15,6.4578e-16,5.5994e-16,8.6765e-17,8.1598e-17,5.0721e-17,4.0318e-17,2.7824e-17,7.0993e-18,2.966e-18,2.0672e-18,1.7077e-18,1.4483e-18,7.21e-19,2.3087e-19,2.1372e-19,1.0785e-19,8.6944e-20,6.7508e-20,1.6848e-21,9.1272e-22,9.5815e-25,1.6181e-25,1.5395e-25,1.0789e-25,1.4904e-27,8.0924e-29,7.7329e-30,1.2823e-30,8.3933e-31,1.0058e-32,5.1328e-33,2.9938e-35,1.5381e-35,4.4087e-37,1.5804e-38,1.4744e-41,3.0042e-42,1.5942e-42
1,0.97123,0.97372,0.99061,1,0.99837,0.99296,0.93569,0.9314,0.91073,0.90432,0.90228,0.88357,0.84881,0.81522,0.80446,0.6214,0.61941,0.58072,0.51674,0.40301,0.28924,0.1858,0.060882,0.053634,0.049562,0.018877,0.014663,0.011458,0.0037213,0.00060887,0.00011404,4.5795e-05,3.5114e-05,2.9743e-05,1.8727e-05,1.2186e-05,7.2214e-06,6.962e-06,3.8374e-06,3.7054e-06,3.159e-06,2.094e-06,1.597e-06,8.283e-07,2.3774e-07,1.1709e-07,3.1951e-08,2.3445e-08,6.9713e-09,6.4283e-09,5.363e-09,2.7844e-09,1.9455e-09,3.4201e-10,1.2701e-10,1.161e-10,3.7338e-11,3.2672e-12,3.2611e-12,7.1791e-13,5.7077e-14,7.001e-15,2.018e-15,1.7539e-15,2.8009e-16,2.6367e-16,1.6514e-16,1.3175e-16,9.1453e-17,2.3837e-17,1.0093e-17,7.0736e-18,5.8603e-18,4.9826e-18,2.5067e-18,8.1643e-19,7.5667e-19,3.8571e-19,3.1192e-19,2.4309e-19,6.3963e-21,3.495e-21,4.0247e-24,6.9551e-25,6.6216e-25,4.6616e-25,6.7962e-27,3.8238e-28,3.7581e-29,6.3652e-30,4.187e-30,5.2792e-32,2.7146e-32,1.6762e-34,8.6743e-35,2.5828e-36,9.5885e-38,9.6062e-41,1.9886e-41,1.0619e-41
1,0.95636,0.9594,0.98127,0.99837,1,0.9981,0.95381,0.95011,0.93198,0.92627,0.92444,0.90756,0.87559,0.84415,0.83398,0.65592,0.65395,0.61534,0.55088,0.43454,0.31595,0.20599,0.069575,0.061478,0.056916,0.022136,0.017282,0.013568,0.004497,0.00075724,0.00014522,5.9015e-05,4.5403e-05,3.8539e-05,2.4404e-05,1.5963e-05,9.5186e-06,9.1807e-06,5.0954e-06,4.9221e-06,4.2038e-06,2.7995e-06,2.1415e-06,1.1187e-06,3.2535e-07,1.614e-07,4.4613e-08,3.2834e-08,9.8761e-09,9.1138e-09,7.6162e-09,3.9781e-09,2.7886e-09,4.978e-10,1.8644e-10,1.7055e-10,5.5372e-11,4.9409e-12,4.9319e-12,1.0985e-12,8.9004e-14,1.1083e-14,3.2226e-15,2.8035e-15,4.5337e-16,4.2696e-16,2.6826e-16,2.1434e-16,1.4914e-16,3.922e-17,1.67e-17,1.173e-17,9.73e-18,8.2813e-18,4.1846e-18,1.3726e-18,1.2727e-18,6.5149e-19,5.2755e-19,4.1177e-19,1.1075e-20,6.0732e-21,7.268e-24,1.2681e-24,1.2076e-24,8.5176e-25,1.2699e-26,7.2515e-28,7.2106e-29,1.2321e-29,8.1213e-30,1.0459e-31,5.3948e-32,3.4109e-34,1.7705e-34,5.356e-36,2.0175e-37,2.082e-40,4.3384e-41,2.3228e-41
1,0.9371,0.9407,0.96771,0.99296,0.9981,1,0.97025,0.96722,0.95201,0.94712,0.94555,0.9308,0.90219,0.87338,0.86395,0.69287,0.69093,0.6527,0.58819,0.46971,0.34634,0.22945,0.080083,0.070996,0.065859,0.026201,0.020567,0.016231,0.0054988,0.00095516,0.00018791,7.7355e-05,5.973e-05,5.0815e-05,3.2377e-05,2.1298e-05,1.2785e-05,1.2337e-05,6.8985e-06,6.6667e-06,5.7051e-06,3.8183e-06,2.9304e-06,1.5427e-06,4.551e-07,2.2754e-07,6.3778e-08,4.7091e-08,1.4341e-08,1.3245e-08,1.1089e-08,5.8298e-09,4.1009e-09,7.4433e-10,2.8134e-10,2.5757e-10,8.4484e-11,7.7002e-12,7.6862e-12,1.7338e-12,1.4338e-13,1.8148e-14,5.3269e-15,4.639e-15,7.6044e-16,7.1646e-16,4.5168e-16,3.6148e-16,2.5219e-16,6.6956e-17,2.8683e-17,2.0197e-17,1.6775e-17,1.4293e-17,7.2568e-18,2.3985e-18,2.2251e-18,1.1442e-18,9.2786e-19,7.2543e-19,1.9981e-20,1.0999e-20,1.3722e-23,2.4191e-24,2.3044e-24,1.6287e-24,2.4878e-26,1.4435e-27,1.4536e-28,2.5076e-29,1.6566e-29,2.1826e-31,1.1297e-31,7.3281e-34,3.8162e-34,1.1744e-35,4.4939e-37,4.7884e-40,1.0049e-40,5.3957e-41
1,0.83213,0.83756,0.88162,0.93569,0.95381,0.97025,1,0.99992,0.9977,0.99649,0.99606,0.9912,0.97861,0.963,0.95741,0.8298,0.82813,0.79469,0.73513,0.6165,0.48064,0.3394,0.13498,0.12123,0.11336,0.049348,0.039586,0.03189,0.011789,0.0023175,0.00050463,0.00021869,0.00017133,0.00014707,9.6044e-05,6.4612e-05,3.9837e-05,3.8512e-05,2.2183e-05,2.1475e-05,1.8521e-05,1.2645e-05,9.8314e-06,5.3379e-06,1.6666e-06,8.5963e-07,2.5467e-07,1.9048e-07,6.095e-08,5.6475e-08,4.7624e-08,2.5694e-08,1.8328e-08,3.5538e-09,1.3931e-09,1.2796e-09,4.3717e-10,4.335e-11,4.3274e-11,1.0267e-11,9.2102e-13,1.244e-13,3.7909e-14,3.3152e-14,5.7358e-15,5.4135e-15,3.4594e-15,2.7866e-15,1.9646e-15,5.4185e-16,2.3776e-16,1.6908e-16,1.4116e-16,1.2082e-16,6.2505e-17,2.1297e-17,1.9798e-17,1.0366e-17,8.4538e-18,6.6534e-18,2.0144e-19,1.1261e-19,1.6578e-22,3.0457e-23,2.9046e-23,2.0697e-23,3.4814e-25,2.1528e-26,2.2797e-27,4.0844e-28,2.7223e-28,3.9283e-30,2.0611e-30,1.4804e-32,7.8101e-33,2.5732e-34,1.0482e-35,1.2688e-38,2.7395e-39,1.4875e-39
1,0.82584,0.83134,0.87609,0.9314,0.95011,0.96722,0.99992,1,0.99846,0.99745,0.99708,0.99276,0.98106,0.96621,0.96084,0.83604,0.83439,0.80133,0.74226,0.62401,0.48787,0.34562,0.13836,0.12435,0.11632,0.050867,0.040849,0.032942,0.012232,0.0024195,0.00052955,0.00023008,0.00018039,0.00015492,0.00010129,6.8221e-05,4.2119e-05,4.0721e-05,2.3491e-05,2.2743e-05,1.9623e-05,1.3411e-05,1.0433e-05,5.6735e-06,1.7764e-06,9.1774e-07,2.7265e-07,2.0406e-07,6.5458e-08,6.0661e-08,5.1173e-08,2.7644e-08,1.9734e-08,3.8391e-09,1.5077e-09,1.3851e-09,4.7418e-10,4.722e-11,4.7138e-11,1.1212e-11,1.0099e-12,1.3685e-13,4.1784e-14,3.6549e-14,6.3407e-15,5.985e-15,3.8272e-15,3.0839e-15,2.1753e-15,6.0112e-16,2.6408e-16,1.8789e-16,1.5691e-16,1.3433e-16,6.9561e-17,2.3738e-17,2.2069e-17,1.1566e-17,9.4348e-18,7.4279e-18,2.2597e-19,1.2641e-19,1.8767e-22,3.455e-23,3.2951e-23,2.349e-23,3.9703e-25,2.463e-26,2.6148e-27,4.6938e-28,3.1299e-28,4.5372e-30,2.3822e-30,1.7199e-32,9.0794e-33,3.0016e-34,1.2267e-35,1.4943e-38,3.2311e-39,1.7554e-39
1,0.79677,0.80255,0.85015,0.91073,0.93198,0.95201,0.9977,0.99846,1,0.99987,0.99978,0.99788,0.99023,0.97886,0.97452,0.86292,0.86138,0.83017,0.77353,0.65752,0.52057,0.37413,0.15425,0.13904,0.1303,0.058149,0.046926,0.038018,0.014397,0.0029285,0.0006558,0.00028826,0.00022674,0.00019512,0.00012829,8.684e-05,5.3938e-05,5.2171e-05,3.0297e-05,2.9344e-05,2.5363e-05,1.7412e-05,1.3586e-05,7.4394e-06,2.3594e-06,1.2275e-06,3.6925e-07,2.7716e-07,8.9907e-08,8.338e-08,7.0453e-08,3.8283e-08,2.7414e-08,5.4134e-09,2.1436e-09,1.9707e-09,6.8087e-10,6.9105e-11,6.8985e-11,1.6596e-11,1.5226e-12,2.0937e-13,6.4469e-14,5.6445e-14,9.9123e-15,9.36e-15,6.0036e-15,4.8447e-15,3.4255e-15,9.5476e-16,4.2172e-16,3.0072e-16,2.5143e-16,2.1546e-16,1.1205e-16,3.85e-17,3.5811e-17,1.8844e-17,1.5391e-17,1.2136e-17,3.7715e-19,2.1172e-19,3.2628e-22,6.0629e-23,5.7838e-23,4.1307e-23,7.1353e-25,4.4905e-26,4.8216e-27,8.7296e-28,5.8325e-28,8.6305e-30,4.5452e-30,3.3579e-32,1.7778e-32,5.9686e-34,2.4738e-35,3.1016e-38,6.7494e-39,3.6762e-39
1,0.78811,0.79397,0.84231,0.90432,0.92627,0.94712,0.99649,0.99745,0.99987,1,0.99999,0.9988,0.99233,0.98198,0.97795,0.87035,0.86884,0.83822,0.78237,0.66716,0.53013,0.38259,0.15909,0.14352,0.13457,0.060407,0.048817,0.039603,0.015083,0.0030928,0.00069721,0.00030749,0.00024209,0.00020845,0.00013728,9.306e-05,5.7902e-05,5.6012e-05,3.2591e-05,3.1569e-05,2.73e-05,1.8766e-05,1.4655e-05,8.0409e-06,2.5596e-06,1.3344e-06,4.0286e-07,3.0264e-07,9.8488e-08,9.1358e-08,7.723e-08,4.2036e-08,3.013e-08,5.9753e-09,2.3717e-09,2.1808e-09,7.5549e-10,7.7101e-11,7.6968e-11,1.8577e-11,1.7135e-12,2.3662e-13,7.3037e-14,6.3964e-14,1.1272e-14,1.0645e-14,6.8341e-15,5.5173e-15,3.9037e-15,1.0907e-15,4.8254e-16,3.4431e-16,2.8797e-16,2.4685e-16,1.2853e-16,4.4251e-17,4.1165e-17,2.1687e-17,1.772e-17,1.3978e-17,4.3709e-19,2.4561e-19,3.8262e-22,7.1289e-23,6.8013e-23,4.8599e-23,8.4479e-25,5.3387e-26,5.7512e-27,1.0438e-27,6.9783e-28,1.0387e-29,5.4753e-30,4.072e-32,2.1577e-32,7.2763e-34,3.0282e-35,3.8282e-38,8.3462e-39,4.5492e-39
