-2.5633,-0.62572,0.9354,1.6618,-0.97179,0.3452,-0.086273,0.87996,-0.46192,0.00062521,0.4244,-0.30342,-0.41417,-0.57815,1.1077,-0.21329,0.154,0.11203,0.18448,-0.093481
-3.4637,-0.88703,0.74867,1.4345,-1.1526,0.75139,0.50723,-0.40091,-0.1255,0.20046,-0.039145,-0.64153,-0.26893,-0.80914,1.0531,-0.17146,0.24931,0.32698,0.19354,-0.47485
-2.0966,-0.25018,0.042457,1.9007,-2.52,0.77663,0.79751,0.24791,-0.2292,-0.37454,0.28623,-0.92112,0.13,-0.68851,0.67607,0.38099,-0.33922,-0.095522,-0.28631,-0.28957
-1.6135,-0.5942,1.5332,1.4663,-0.49371,0.57962,0.018415,0.77533,-1.6506,-0.24357,0.78662,0.26431,-0.07185,0.062487,-0.30933,0.30549,0.3462,-0.50883,0.1399,0.52282
-2.9356,-1.2356,-0.51063,0.046622,-0.16494,-1.4683,1.5013,-0.36378,-0.42991,-0.54596,0.88328,0.87492,-0.065224,-0.57691,-0.38417,0.58898,-0.97846,0.57542,-0.047799,-0.094497
-4.0263,-0.96807,0.75996,2.724,-0.14465,-0.077638,0.5657,-0.77676,-1.1641,-0.50154,0.25196,0.14318,-0.43215,-0.20554,-0.076072,-0.015377,1.0078,0.06351,0.96108,-0.39936
-5.0891,-0.64209,-0.7486,1.3494,-0.3626,-1.1144,2.084,-1.4247,-1.5473,-0.48028,0.40631,0.40376,0.15505,-0.64653,-0.090916,0.62909,-0.22876,0.86306,-0.085747,0.031134
-3.5264,-0.38759,-0.6753,-0.001241,-0.48224,-1.143,2.2922,-0.72716,-1.52,0.075687,0.26208,0.41196,-0.34666,-1.3307,0.42261,0.56815,-0.16468,0.65497,-0.44499,-0.28946
-4.6369,-0.65609,-0.12027,1.9549,0.13187,-1.062,1.2602,-1.8696,-1.3119,-0.94539,0.2012,0.6394,-0.23581,-0.1418,-0.77214,0.59345,-0.051728,0.9167,0.32325,-0.011969
-3.8666,-0.66834,1.8361,2.0643,-0.7928,0.48488,0.28274,0.76064,-1.3391,0.045211,0.11991,0.082976,-0.52784,-0.29964,0.84911,-0.06749,0.37721,0.22235,0.2258,0.073934
-2.4246,0.067623,0.2688,2.098,-1.4084,0.1152,0.54797,0.29192,-1.0523,-0.20957,-0.57328,-0.73263,-0.8021,-0.69488,0.65346,-0.51098,0.85079,0.19154,0.051604,-0.41445
-3.8331,-1.0327,1.5066,1.8019,-0.18653,0.98736,0.17381,-0.41622,-1.4183,-0.44788,0.26162,0.51708,-0.49407,0.28995,-0.54015,-0.13046,0.36479,-0.055512,1.1469,0.057486
-4.586,-0.98762,1.2184,1.4689,-0.33383,-0.22827,0.93798,-1.4516,-0.44768,-0.21687,-0.59074,0.792,-0.50363,0.23878,-0.29289,0.10612,0.20819,0.56624,0.49966,-0.36803
-4.9067,-0.83902,-0.61447,0.29024,-0.94471,-1.626,2.3294,-0.50867,-0.82109,-0.30486,0.29031,0.44641,-0.21344,-0.50571,0.94514,0.13867,-0.37041,0.25786,-0.082971,-0.36287
-3.9517,-0.082298,2.1304,2.562,-1.7973,0.35076,0.64268,1.2479,-1.2834,-0.15093,0.13969,0.23128,-0.48844,-0.21891,0.53527,0.2429,0.3831,0.66917,0.11954,0.32342
-1.8683,-0.62152,-0.5997,0.62327,-0.0894,-1.26,0.38953,-0.5668,-0.0565,-0.54644,1.1178,0.21214,0.06754,-0.075128,-0.7526,-0.067903,0.083469,0.10115,-0.073121,0.7626
-3.1027,-0.3874,1.5573,1.73,-0.79035,0.33979,0.66442,0.7413,-0.76501,-0.055325,-0.33581,0.040146,-0.76352,-0.10227,0.72213,-0.26961,0.52762,-0.014013,0.12186,-0.45764
-4.2367,-0.34394,2.4203,1.1322,0.090594,0.14785,1.3633,-0.38842,-1.3442,-1.0709,-0.077364,0.77287,0.40277,1.2961,-0.23783,0.20357,0.14952,0.71953,0.26126,0.31303
-4.9112,-0.10639,0.87488,0.41765,-0.89584,-1.0862,2.9561,-0.9871,-1.9143,-1.1366,-0.064877,0.42757,0.25627,-0.2608,0.010478,0.53747,-0.0022215,0.76225,-0.24404,-0.089485
-2.2137,0.063032,1.5451,0.45092,-0.28186,-0.073042,0.68861,0.89121,-1.5867,0.16421,-0.50479,0.79937,0.0016187,-0.17967,-0.20919,-0.0028566,0.8423,-0.20387,-0.44886,-0.42979
-4.1611,-1.1077,0.48004,0.57409,0.22236,-1.3979,1.2504,-0.7023,-0.19346,-1.0917,0.25568,1.3267,0.38172,0.9246,-0.11775,0.02315,-0.56469,0.44098,0.077716,-0.15607
-3.9294,-0.35425,1.9557,1.6086,-0.71494,0.35163,0.74461,0.39293,-1.0637,-0.28477,-0.19938,0.039634,-0.24983,0.020561,0.70817,0.19255,0.058111,0.80131,0.12231,-0.12633
-1.0461,0.11692,0.89035,0.3509,0.089828,0.060719,0.37395,0.14897,-0.93335,-0.28271,-0.21052,0.3047,-0.060344,0.017055,-0.39064,0.4327,0.33497,0.077693,-0.079149,0.0052685
-3.1278,-0.68028,-0.18401,0.16076,-0.15555,-0.66816,1.6371,-0.46781,-0.27033,-0.78933,-0.25786,0.72472,0.45199,0.65927,-0.096821,-0.3351,-0.53013,1.0934,0.1987,-0.23383
-3.7203,0.26861,-0.79329,-0.20838,-0.96096,-1.3544,2.6594,-0.91574,-1.6674,-0.28377,0.15933,0.57549,0.079758,-1.237,0.21755,0.64521,-0.48338,0.20183,-0.37391,-0.3638
-4.1161,0.84434,3.261,0.26867,-1.709,-0.082918,0.24368,-0.71019,-1.3239,-0.85887,0.71571,0.63287,0.40503,0.73954,-0.38552,0.48118,1.2257,0.2296,-0.19024,1.0488
-2.3783,0.10298,2.2192,1.2551,-0.85219,-0.12831,0.20121,0.58619,-2.3033,0.43679,0.65734,0.8334,0.037795,-0.02205,-0.35999,1.068,1.0904,-0.27468,-0.4646,0.12073
-4.5481,0.24735,-0.58686,1.2325,-1.8458,-0.82424,1.4286,-0.10025,-0.782,-0.029358,-0.33767,-0.38879,-0.27537,-0.063458,1.6721,0.099382,0.096337,-0.094624,-0.31761,0.18872
-3.2836,-0.55891,0.68464,1.572,-2.209,0.93255,1.03,0.090017,-0.73857,0.39198,-0.31794,-1.1137,-0.37258,-1.1673,0.85758,-0.44096,-0.15738,0.54394,0.038763,-0.20373
-2.3016,0.0093755,-0.51745,1.0671,-1.8388,0.19185,0.7651,0.25896,0.0078447,-0.063764,-1.0949,-0.15511,-0.64128,0.16722,0.80627,0.28505,0.5405,0.036179,-0.27611,-0.33055
-3.4862,-0.68684,2.2262,2.0035,-0.49763,0.17153,0.6209,0.55435,-1.6807,-0.54233,0.10423,0.59942,-0.59528,0.62313,-0.63119,-0.23872,0.80135,0.24568,0.22584,-0.01504
-4.6677,-0.69083,-0.25639,0.2732,-0.44017,-1.4025,1.9604,-1.332,-0.85437,-0.95002,0.068182,0.52355,0.077757,0.0012836,0.48156,0.20334,-0.68627,0.51207,-0.08787,-0.12436
-4.0135,-0.0099171,0.018917,0.27895,-0.34686,-0.85953,1.9562,-1.1613,-0.95447,-0.91396,-0.55411,0.81132,-0.067201,0.25814,0.1228,0.23964,-0.47839,-0.12403,-0.49286,-0.33172
-3.2557,0.33705,0.070936,2.1663,-3.1,0.60496,2.0234,0.44041,-1.0888,-0.14243,0.18609,-0.60222,0.41781,-0.53619,1.1068,0.81958,-0.16755,-0.42237,-0.44888,0.34234
-5.0953,-0.72162,1.7775,2.0239,-0.3407,0.48621,1.0366,-0.44431,-1.6811,-0.87444,0.071681,0.76262,-0.38727,1.0069,-0.067948,0.21402,0.49412,0.48293,0.60629,0.17207
-5.0786,-0.014657,0.3009,1.6706,-0.93225,-1.2416,1.2872,-0.44832,-1.3835,0.04324,-0.62345,0.23105,-0.30915,0.027245,1.0784,-0.29644,0.62524,-0.28784,0.015835,-0.39636
-2.2504,0.33876,1.9239,0.34433,-0.1193,0.33627,0.73547,-0.38799,-1.3677,-0.55948,0.12299,0.19595,-0.22066,0.31713,-0.74662,0.36436,0.75641,0.18124,-0.47242,0.46574
-2.6469,-0.11567,-0.97523,-0.19942,-1.2063,-0.64171,1.2195,-0.50287,-1.0231,0.64079,-0.08008,-0.041587,-0.53583,-0.85169,0.6684,0.51307,-0.0048968,0.080996,-0.16182,0.10863
-1.782,-0.43267,-0.64575,-0.034397,-0.21194,-1.1158,0.50084,-0.39011,-0.46571,0.10813,0.69528,0.33107,-0.36935,-0.7947,0.18981,0.51762,0.0080103,0.20188,-0.55523,0.29853
-4.2809,-0.53398,1.3207,1.6204,0.1591,0.085008,0.95499,-0.97312,-1.6357,-1.142,-0.6404,0.69188,-0.32509,0.78392,-0.66165,0.089702,-0.093305,0.45953,0.7753,0.302
-3.5855,-0.11981,-0.30451,-0.46982,-0.72353,-0.95026,1.5401,-0.64033,-0.79263,0.20695,-0.7547,0.72196,-0.11738,-0.34534,0.85163,0.53813,-0.23581,0.23274,-0.14064,-0.01876
-3.598,-0.58321,0.11168,1.0641,-1.3097,0.40343,0.72299,-0.68215,0.22378,0.26412,-0.71131,-0.19988,-0.3472,-0.29833,1.2026,0.15305,0.43151,-0.37775,-0.0043081,-0.51939
-4.8945,-0.70711,0.51871,1.4179,-1.261,0.3691,0.82537,-1.3214,-0.49632,-0.1988,-0.50397,-0.080876,-0.21716,-0.42447,0.86631,0.15944,0.3082,0.15755,-0.042699,0.013961
-4.2638,-1.2643,-0.99224,0.81894,0.17668,-2.3664,0.7828,-1.1317,-0.88631,-0.66036,1.6117,0.82078,-0.47397,-0.14907,-0.5172,0.15785,0.27727,0.36458,-0.086301,0.859
-3.2194,-0.67173,-0.61897,0.56439,0.00026006,-1.5481,0.64348,-1.139,-0.42296,-0.3039,-0.028931,0.95461,-0.46789,-0.29077,-0.062203,0.89776,0.20982,0.53152,-0.37521,0.026696
-3.8316,-0.72435,-0.89669,0.64655,-0.32088,-1.7196,1.1742,-1.2566,-0.62542,-0.34196,0.34157,0.99326,-0.64971,-0.64633,-0.087096,1.0947,-0.045669,0.47509,-0.63369,-0.1642
-2.8442,-0.065561,2.3798,2.2586,-1.652,0.37182,0.65225,1.1174,-0.60483,0.15668,0.96713,0.30759,-0.51019,-0.24685,0.043808,0.2098,0.28622,0.58295,-0.3703,0.2231
-3.9531,-0.71378,-0.39469,0.38262,-0.58318,-0.75542,0.92847,-0.57315,-0.16862,0.082467,-0.39219,0.8781,-0.29735,-0.14941,1.2722,0.60885,0.29813,-0.13034,0.13429,-0.16998
-4.1183,-1.0926,0.91142,2.563,-0.56544,0.11023,0.51815,-1.0314,-1.5267,-0.37734,0.20454,0.091106,-0.49059,-0.85414,-0.30862,-0.099914,0.73296,-0.16146,0.67979,-0.22375
-3.3232,0.17402,-0.7224,0.0066392,-1.3529,-0.19975,1.7616,-1.0421,-0.88418,0.47136,-0.58477,-0.36261,-0.42013,-0.50468,0.67857,0.042432,0.31985,0.23853,-0.1914,-0.35971
