2.5666,-1.3258,-2.3719,-0.81289,-1.7141,0.7571,-1.3487,1.482,1.7461,-0.623,1.1981,-0.059047,0.71099,-0.091248,-0.80487
-1.4274,-3.2869,-1.7332,0.44458,-0.75227,-0.5145,-2.0378,0.84484,0.050713,-0.57453,-0.079848,-0.7359,-1.4958,-0.74878,-0.64043
3.9474,-1.4721,-1.0213,-1.7703,-0.25065,-2.9527,1.7425,0.74606,0.9182,-1.2281,1.0997,1.2411,0.59785,-0.0074702,0.094585
-1.4837,2.2081,-0.77793,0.50082,-2.4392,0.28392,1.1439,0.11527,-0.21909,0.023451,-0.15907,0.39537,0.59824,0.46849,0.88638
-2.1028,0.0073963,-3.9499,-0.90592,0.029504,-0.46591,-0.4158,1.562,-0.99494,0.11942,-1.2049,0.25491,0.14717,1.0847,0.36351
3.2991,2.085,1.0111,-1.9042,-0.35306,-3.4281,0.38001,0.18513,-0.35228,-1.5426,-0.84675,-0.88732,0.35325,0.90059,-0.002708
3.9044,-3.9422,-2.3386,0.81279,-1.009,1.4146,2.2834,1.6637,-1.0557,-0.053001,-1.1022,1.2403,-0.76104,0.95952,-0.77029
-1.4291,-0.48612,-3.2349,0.47944,-0.51728,-2.1262,-0.9337,0.77219,-0.30303,-0.36705,-0.40535,1.1524,-0.57521,0.56164,0.58526
2.0031,-1.4954,0.039513,2.421,0.77332,3.1976,-2.4499,1.0509,-2.5108,-0.37349,0.7136,-0.12783,1.4083,0.81521,-0.22435
-0.60036,-4.414,0.007589,0.70466,-0.1621,0.72591,-2.0855,0.66641,0.57493,1.3395,-0.54965,-0.46973,0.44359,-0.69514,-0.55196
1.7179,0.75064,-1.2877,0.85772,-1.3213,-1.1897,-1.3042,-1.2744,1.6145,-0.152,0.95318,-0.6178,0.74517,0.75639,0.14568
-1.6281,-2.4479,0.53035,-0.36875,-1.9385,-0.64237,-1.4168,0.54838,1.0992,-0.024745,0.84802,-0.82807,0.46048,-0.84405,-0.46906
-0.6593,-3.1599,-2.4268,1.351,0.13825,0.65404,-1.5812,0.72326,-1.5678,-1.0984,-0.78323,-1.3452,-1.1478,-1.1481,0.59698
-1.498,-3.3503,-0.99731,0.12317,0.68932,-1.7405,-2.0327,0.53733,-0.12443,0.41428,-0.31385,0.8485,-0.77796,-0.93799,0.093398
-1.4576,-2.7439,-1.258,2.0276,0.35579,-2.0092,0.61147,-0.40868,-0.94461,-0.7793,1.1164,-1.2663,-0.75425,0.064724,-0.63076
-0.84781,-0.21116,-0.30142,0.7907,-2.2064,0.19446,0.6592,-1.3174,-0.71913,0.93376,1.7115,-0.38937,-0.55148,0.19458,0.384
-1.224,-0.94238,-0.93723,1.6249,2.1838,-0.19948,2.2262,2.4887,-1.1045,1.5258,-0.67267,-1.2636,0.96224,-0.70839,-0.1442
-1.028,-1.5131,-2.1218,1.0892,0.33856,-2.9643,-0.99365,0.78363,-0.90871,0.49655,-0.24755,1.0852,-0.11857,-0.27876,0.88418
5.2585,-2.1407,-0.57161,-2.3591,-0.032307,-2.7486,1.3856,0.4939,0.29239,-1.1645,0.64149,0.22433,0.049199,0.41939,-0.057223
-2.1558,-1.5152,-0.68488,2.1007,-0.4805,-1.5174,0.81283,-1.166,-0.21387,0.13778,1.5727,0.39648,-0.62022,-0.51807,-1.0092
3.7349,-0.023733,1.521,0.35133,-0.79602,-1.9382,-1.6576,-1.7613,0.077399,-0.53543,0.15959,-0.51381,-0.49478,1.1553,0.54943
0.20717,-0.27514,0.71168,2.9795,-1.184,-1.1084,0.016145,0.1743,0.61814,-1.9038,0.97128,-0.084224,-0.25053,1.1475,0.43711
5.4473,-2.9775,-1.5332,-3.0821,-0.51306,-1.1809,2.2399,1.7428,-0.53312,0.34662,0.61248,1.6737,-0.18305,-0.91071,0.40647
1.184,-1.0546,1.4237,1.8429,-2.1997,-0.90696,1.0869,-0.85029,1.0056,-1.253,-0.89226,-0.71715,-0.26344,-0.18645,0.59489
-0.97227,-2.8043,0.47904,2.4952,-1.4571,-0.4924,-0.090191,0.50802,0.21962,-0.43352,1.264,-1.3102,-1.2058,-0.63794,-0.37302
-1.5136,-0.8645,-0.56241,2.5611,-1.1732,-1.7037,1.619,-0.33994,0.11018,-0.72254,1.0977,-0.54795,-0.79552,0.47613,-0.50755
0.9024,-0.85601,2.0661,-1.6653,-3.3576,1.922,0.92693,0.78273,-1.2559,-1.9008,-0.67077,-0.69521,-0.75881,-1.4099,-0.2555
0.18415,-1.9337,1.2181,2.1187,-2.1319,-0.35025,-0.1803,0.74236,0.42307,-1.0069,1.4134,-0.60593,-0.1402,0.23088,0.4159
-1.0765,-1.1542,-0.25369,2.7056,-1.8071,-0.95458,0.83963,-0.0033773,0.31273,-1.2728,1.208,-0.56309,-0.91292,-0.31662,-0.082002
-0.89224,1.183,-1.1264,2.426,0.91623,-0.043234,1.1426,1.7944,-0.58845,0.022043,0.094761,-0.31365,-1.8063,-0.042443,-0.46596
4.0583,-4.6325,-1.4341,-1.0587,-0.77341,-0.44916,2.1508,2.4637,0.32093,0.042096,-0.45045,2.8896,-0.4892,0.12917,-0.31792
-0.60275,-2.8662,0.3641,2.1928,-1.7319,0.13843,-0.37686,0.70954,0.49747,-0.27106,1.2875,-1.4579,-0.32867,-0.7328,-0.52658
2.4739,-0.45377,-0.35826,0.42376,-2.0159,0.64115,-1.9769,1.1494,-0.10567,0.707,0.40033,0.013749,1.0302,0.92312,0.63729
-0.48161,-2.9103,1.3007,2.254,-1.5728,-1.007,-0.12836,0.056697,0.26868,-0.29631,0.4027,-0.41905,0.16922,-1.244,-0.643
-1.6641,1.2497,0.41337,1.494,-2.0766,-1.3704,1.1414,-0.18155,-0.047323,0.95213,0.8817,0.66573,0.25333,0.92113,0.35961
0.32017,-0.53175,0.79099,2.3588,-2.1058,0.73878,0.060322,-0.87883,-0.029431,-0.012165,0.83372,0.38396,-0.19583,-0.65751,1.0288
-1.6968,1.2452,-1.3904,1.0975,-1.2042,0.26294,1.4819,1.784,-0.95436,-0.48598,-0.096861,-0.37737,0.38744,0.38708,0.36822
-1.0927,2.3295,-0.60209,0.50907,-2.0749,0.73825,-0.87317,-0.43482,-1.8318,0.4797,0.5682,0.73762,-0.25799,0.22791,-0.42733
-1.6931,-1.489,-2.084,1.4482,-0.86301,-2.6656,0.64257,-1.6774,-0.12551,0.56494,-0.48227,0.025421,-0.054858,0.32138,-0.59092
-1.2546,-0.52436,1.4641,1.4288,-2.3678,-1.2614,-0.28959,0.16469,0.35425,-0.33444,1.4309,0.56673,0.23215,-0.78027,0.07571
-0.051082,1.3105,-0.28171,0.042365,-2.7676,-0.89768,1.4622,0.27567,-0.017071,0.99035,-1.1688,-0.35072,-0.10222,0.79056,1.0775
-1.178,-2.2286,-0.63327,1.3714,-1.8697,-1.7996,0.60809,-1.2463,0.41965,0.24084,0.23568,-0.25144,0.45274,-1.0851,-0.84551
-1.9335,-1.5841,-2.279,0.95083,-1.4135,-2.1251,-0.14653,-0.87195,-0.040601,-0.14595,0.3721,-0.16178,-0.78291,0.07095,-1.1005
4.9072,-2.7373,-1.467,0.17534,-0.023292,1.2853,0.93602,-0.36855,-1.0098,-2.1563,-0.15353,-1.4884,-0.46082,-0.55703,-0.21821
-0.09049,-0.98698,1.408,1.4985,-2.3507,0.017958,-1.2745,1.9331,0.91643,-0.91427,1.0373,0.28992,0.68893,-0.43749,0.24988
-2.1153,0.97063,-2.212,-0.17078,-1.7802,1.2847,0.82146,0.032876,-0.79868,0.94457,0.73366,0.32157,0.82864,-0.22728,-0.35317
-1.7956,-1.9445,-0.42975,1.6172,-1.7036,-0.15429,-0.30391,0.68999,1.0712,-0.62799,1.3967,-1.2523,-1.0843,-0.83791,-0.50288
-0.13602,1.4693,-2.0637,1.8906,3.4686,-0.56487,0.18381,1.0167,-1.1047,-1.6469,-0.68725,-2.1896,0.16982,0.2881,-0.19383
1.9148,1.4018,1.3463,0.83892,0.18835,-2.7673,-1.4594,-0.90896,-0.39609,-0.30978,1.1105,-0.31123,0.38621,1.587,0.13939
-0.14067,0.54037,-0.13392,2.5173,-1.418,0.21568,0.74163,-1.358,-1.3675,0.7635,0.64238,0.11171,-0.28955,0.073564,0.99689
1.3237,-3.5597,1.3334,1.0871,-2.0141,1.3798,0.33039,-0.78677,-0.17521,1.1133,-1.047,-1.5283,-0.47551,-1.0973,-0.4167
-0.28035,-4.0092,-1.3861,1.8605,0.22043,1.7557,-1.3295,0.49124,-1.0604,0.085447,-0.56655,-1.583,1.1,-0.66394,0.61297
0.21368,-3.1158,-2.1461,2.2073,0.14427,0.59403,-1.3313,0.88124,-0.35175,0.27026,-0.53998,0.21976,0.22598,-1.1714,0.77108
-1.0166,-3.2667,-0.12276,0.56852,-0.27486,-0.56306,-0.98931,-1.0421,0.88377,1.1798,-0.34299,-0.001694,0.082409,-1.4975,-1.0426
1.5921,-0.17801,2.5668,1.6306,-1.8327,-0.097746,0.50572,-1.7207,0.18317,-0.14224,0.28249,0.15549,-1.1168,0.046315,0.58805
-1.1347,-3.6185,-1.839,1.7239,0.50775,-0.4158,-1.7734,-0.89965,-1.9145,-0.57742,0.03882,0.53525,-0.06948,-1.1813,0.31682
0.59604,3.3246,-1.8223,0.56996,-1.4795,0.69701,-0.043895,0.080974,-1.7393,-0.89464,-1.2018,-1.7577,-0.19857,-0.51169,0.39255
-0.90382,-2.4222,-0.59724,-0.28519,-1.093,0.51815,-1.7633,0.84509,0.91928,1.1377,-0.12593,-0.11628,0.97653,-0.59707,0.12359
-1.6771,0.42956,-1.0201,0.62022,-0.62309,-0.70351,1.1355,2.307,0.71181,1.2742,-0.41403,-0.12488,0.99092,0.098038,0.46437
-0.34234,-1.9643,-2.9346,1.9943,-0.37028,0.29518,-0.87861,0.80119,-1.0285,-0.73775,-0.089918,0.24317,-0.58777,-1.0115,0.67746
2.6051,-0.92159,-1.7228,-1.4855,0.053796,-2.4074,2.2838,1.3516,1.249,0.59761,0.50959,1.9912,0.11186,0.34758,0.61898
3.9177,-0.71261,1.2954,0.89062,1.2439,-1.0428,-1.1529,-2.2508,-0.43248,-0.13609,2.4281,-0.14408,-0.085173,-0.00013507,0.15235
-0.19914,-1.7868,-2.597,1.8229,-0.92322,0.3244,-1.5956,0.51236,0.87835,0.66833,-0.46095,0.67827,0.060283,-1.0663,1.0283
-0.79997,-3.7043,-0.47361,-0.058896,0.069918,0.056053,-2.4334,0.94605,0.62744,1.5999,-0.8482,0.79269,0.34854,-0.81134,-0.095845
-1.042,-0.89878,-2.8623,0.78586,-0.6769,-1.3624,-1.4054,1.3562,0.17608,-0.29823,-0.1895,0.84968,-1.8356,-1.128,0.83237
-0.30296,-3.4163,-1.9106,0.94467,-0.2134,-0.21524,-1.3562,2.1971,0.20623,0.9556,-0.56142,-0.23374,-0.23355,0.35989,-0.064807
0.58431,-0.90758,3.0188,-1.7167,-2.2041,2.7443,-0.70193,1.6148,-2.3475,0.64635,0.91465,-0.77638,0.4369,0.81035,-0.42788
-1.0039,-1.963,0.0052222,1.854,-0.40203,2.104,-0.0057943,1.5925,0.25679,-1.3444,1.2131,-1.7099,-1.4331,-0.94759,-0.49163
2.0678,1.0329,-3.1063,0.0018347,-0.71899,0.39154,0.29086,0.54552,1.8309,0.39993,-0.50748,-0.81857,0.53893,-0.42252,-1.0312
2.9569,1.1015,0.68876,-1.1064,-1.7379,-1.2214,-1.647,-1.0548,-0.61067,-1.8948,0.15579,-0.25334,1.3945,-0.90473,-0.54444
-0.83512,-2.1424,1.7888,-1.9024,-0.99522,3.2111,-0.75813,0.90826,-1.856,1.4747,0.50064,-0.99187,0.2428,1.2663,-1.1486
-1.8955,-1.5394,-0.56399,1.5167,-0.91211,2.0052,-0.66655,0.20579,-0.4557,-0.81203,1.7774,-0.95281,-0.65805,-0.90704,-0.13525
2.8958,1.0442,-2.2368,-1.8104,-0.52553,-2.0707,0.91278,0.52087,1.6822,-0.23851,0.5729,-0.35434,0.97513,-0.50094,-0.48639
0.37764,-4.4509,1.9258,0.59892,0.59262,1.8476,-1.027,0.79466,-0.86695,1.304,1.0031,-1.2106,0.78984,-0.18432,-0.97984
